clase,x0,y0,z0,x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4,x5,y5,z5,x6,y6,z6,x7,y7,z7,x8,y8,z8,x9,y9,z9,x10,y10,z10,x11,y11,z11,x12,y12,z12,x13,y13,z13,x14,y14,z14,x15,y15,z15,x16,y16,z16,x17,y17,z17,x18,y18,z18,x19,y19,z19,x20,y20,z20
hola,0.0,0.0,0.0,-0.15280640598355621,-0.07657076508515732,-0.062290258411191436,-0.2639981743924369,-0.21496178947072855,-0.09579635324601464,-0.34512315533776294,-0.3331330477332098,-0.12415317409804932,-0.4173377261256752,-0.4266873128186822,-0.15145411043614748,-0.15528811752285668,-0.48775280747031446,-0.05118290212019413,-0.19143055384488483,-0.6871376942377616,-0.0942194630066081,-0.2053619449750733,-0.8076865416689395,-0.13059290114479088,-0.209365509643293,-0.9143710088029268,-0.1582455743343588,-0.04395448500984471,-0.5155723862991766,-0.057408323166343166,-0.04458888223759885,-0.7383964300661433,-0.0879562258288019,-0.04285220232117963,-0.8793813408650616,-0.11996946092346047,-0.04058811844014185,-1.0,-0.14578527055051543,0.054679999465033685,-0.49021785382857674,-0.07297122151581104,0.07552281928928885,-0.689147319010007,-0.10997423850876398,0.08759303179765557,-0.8134878452362054,-0.13643723308914907,0.09198731793727352,-0.9252327856207216,-0.15673564241162333,0.14327798369235012,-0.4235058037193183,-0.09443972523393196,0.19153810728217296,-0.5545978289190326,-0.12994647767819936,0.21230824451013575,-0.6435251255262748,-0.1434612917987613,0.22176818551119357,-0.7307999784052864,-0.15268997715475163
hola,0.0,0.0,0.0,-0.16109566050499735,-0.061344126070962596,-0.06350765780113171,-0.28198471792328894,-0.18934540163411195,-0.09650724495395584,-0.37009014764895876,-0.29973658555191945,-0.12422324893826765,-0.44788786038585504,-0.37923743312268404,-0.1511722550199104,-0.17815477505999186,-0.47179141737839797,-0.050942971632297405,-0.22202048866296975,-0.6685581116056053,-0.092098245011732,-0.24290727429992673,-0.7891803749504976,-0.12772152925589073,-0.25308639724648885,-0.897146502410332,-0.15538439354023473,-0.06924641927996311,-0.5118439740579399,-0.055937796668673954,-0.07967417607258931,-0.7349271515452039,-0.0840831515489651,-0.08549540539236748,-0.8780368948507412,-0.11415818834621339,-0.08810963672814126,-1.0,-0.13928164458665648,0.03137778770007101,-0.49616321374601596,-0.07048305195519326,0.04269013687903241,-0.6991835470303611,-0.10499825557130821,0.04947126392938518,-0.8247744205274796,-0.1302527687033262,0.05059649685708869,-0.9360371551239607,-0.1505375761095577,0.12440597125102791,-0.4378112480661812,-0.0913699690609775,0.1673905983030635,-0.5717955121941369,-0.12540616162277274,0.18678516016338875,-0.6619142029525305,-0.13827927366029696,0.19721221578893636,-0.7486637157816443,-0.14752085734150266
hola,0.0,0.0,0.0,-0.1673625542319495,-0.041159854510904925,-0.06881959480865843,-0.2958649756730165,-0.159065234815617,-0.09992431432506817,-0.3928761395182334,-0.2627329694229743,-0.12456536713691173,-0.47924382594442955,-0.3359390654655899,-0.14782764052785233,-0.2115468179044797,-0.45537346591407996,-0.04469428375592257,-0.2706526070736249,-0.6486196041039543,-0.08255746121907186,-0.2998317599407417,-0.7690822164234719,-0.1170703312458867,-0.31732796623716386,-0.8779067002208678,-0.14431068136420072,-0.10568278784303749,-0.5098107904412179,-0.04538487834719322,-0.1326930848776446,-0.7323617408934229,-0.06980936922260439,-0.14915516923069996,-0.8764197541635053,-0.09942154482295518,-0.16080279608336692,-1.0,-0.12459366864403645,-0.0062687574438768275,-0.505923581076061,-0.05665187279538384,-0.006063171356074541,-0.7146801412563576,-0.08859678121177714,-0.007761050709546399,-0.8403952600094111,-0.11444731449730455,-0.014875089213949122,-0.9529474515768073,-0.1354746131214397,0.08741517639033045,-0.45724161163732646,-0.07493382848616435,0.12503433470597108,-0.5940061734927065,-0.10750034107349271,0.13951232334512345,-0.6852160384728824,-0.1211487121027684,0.1453060235457282,-0.776470369711611,-0.13120831483052006
hola,0.0,0.0,0.0,-0.16752998692593263,-0.04299192674579634,-0.06609214638266692,-0.29594689830600357,-0.15661845618990558,-0.0989202618230912,-0.38981954689239207,-0.25554443950832495,-0.12571622118294767,-0.4754763022848288,-0.33034936696027584,-0.15157043582717042,-0.21096827655348716,-0.45785785243130483,-0.04977801868064019,-0.2731453587060827,-0.651461556820798,-0.08949649588621142,-0.3019989875870284,-0.7703072933864369,-0.12479027341866954,-0.32018834542291474,-0.8782234757306024,-0.1524575116504248,-0.10364954459017339,-0.5090205432531969,-0.05351205275910853,-0.13022615954023214,-0.7332393906090601,-0.08143305427350374,-0.14542601253617898,-0.875810018382547,-0.11389692457762893,-0.15621433585216235,-1.0,-0.14065100221520058,-0.00440561572380135,-0.5030348451705156,-0.06695633202738319,-0.0032754868629208326,-0.7126825493938547,-0.10309566448254096,-0.004405052489881151,-0.8391565853661971,-0.13212808493103004,-0.011026712072707867,-0.9532755220650408,-0.15467253464796982,0.0890471419750783,-0.45294173556308254,-0.0866375293078082,0.1275527697380047,-0.5906360952682014,-0.12318012844929889,0.13987562386957192,-0.68312656781442,-0.1392004108547865,0.141642207060278,-0.7756853324734628,-0.15043726198290883
hola,0.0,0.0,0.0,-0.16807951514769418,-0.04196418575985237,-0.06618163585758968,-0.29643480893703156,-0.15786619502213403,-0.09774715418305834,-0.39067993551570723,-0.25818203746131835,-0.12337474212333317,-0.4779373638854327,-0.3292200239054315,-0.14822249575229857,-0.20999346108274702,-0.45917637788172716,-0.047215160878605625,-0.2707335499931641,-0.6536338416022761,-0.08526367474729518,-0.2984292033265519,-0.772874617932817,-0.11962081045245018,-0.3155561988379683,-0.8805282189848417,-0.14679146993036551,-0.10262926675257161,-0.5087643515090559,-0.050716244271578226,-0.1278590875645668,-0.7333004827737563,-0.07702822229017724,-0.1420551451737436,-0.8763648573692078,-0.10908649900930277,-0.15175593464966836,-1.0,-0.13568406211041717,-0.003215208059368556,-0.5014384843953626,-0.06408969511356322,-0.001681837944479083,-0.7104999052550083,-0.09906058433664935,-0.0017840063276848242,-0.8368488427917778,-0.1279650367039126,-0.007274923649890904,-0.9505776629939291,-0.15050576913441613,0.09023762100216066,-0.45117952061496924,-0.08378336780870395,0.12818304296145333,-0.5892859844328314,-0.11912321454064907,0.14138739176009174,-0.6820692306193016,-0.1345351251647044,0.1447932859892176,-0.7745116340728181,-0.14553237829876528
hola,0.0,0.0,0.0,-0.1689642832464342,-0.045727663475901854,-0.06508361456289163,-0.2982301451714659,-0.16077440699133105,-0.0963245776868899,-0.3915900716447392,-0.2581393153947146,-0.12182760733577842,-0.4764178529274457,-0.3319052231054143,-0.1464345949590416,-0.21141054688311958,-0.4601295313064421,-0.04656166598806184,-0.27350630578197144,-0.6538015025564132,-0.0850308702809036,-0.3018991782736612,-0.7721291543471385,-0.11971203033523968,-0.32017299679275607,-0.879500829479004,-0.146974314587835,-0.10419806823806076,-0.5100460216187003,-0.05054702925099011,-0.13017623830569433,-0.7341313335202213,-0.07738686698152657,-0.14479843913006107,-0.8762726589900299,-0.10945629525897985,-0.15516285372237482,-1.0,-0.13582916482094864,-0.005377990183328062,-0.5030935521981896,-0.06442458534826472,-0.003767205439449718,-0.7116181273043815,-0.0999920395401252,-0.0045622749690595625,-0.8373284371694233,-0.1291704223987576,-0.010911314565516483,-0.95146178469725,-0.15164727044033885,0.08743166559271653,-0.4530719374303735,-0.08449812910419509,0.1258600261905257,-0.5902929889502049,-0.12035128287999587,0.1381506691168085,-0.6825355204088913,-0.13617051207406136,0.14023405745848533,-0.7758334396047714,-0.1473075685921147
hola,0.0,0.0,0.0,-0.16762171578187435,-0.04422052834916989,-0.06754881693513291,-0.29552770358194647,-0.16103180671433912,-0.10061273045694424,-0.39009917914896913,-0.2655847735558198,-0.1275132571444269,-0.47820116183373923,-0.3428725968690669,-0.15326098832385432,-0.20905035698206165,-0.46058026005404973,-0.049021587755063274,-0.2706537616444416,-0.6548084793204149,-0.08841282885296697,-0.29845474316266235,-0.773293233901563,-0.12351694499536009,-0.3157615523751461,-0.8811365940576718,-0.15114461772943064,-0.10156894710782217,-0.5108359830507904,-0.05197331493437168,-0.12675038538793099,-0.7347345117839448,-0.07962714012010452,-0.14015152791017008,-0.8768693279485685,-0.11177275304129451,-0.14938203199646105,-1.0,-0.13830306662300518,-0.0021966831375798425,-0.5036202045447146,-0.06493851016577847,0.0006984980817617477,-0.7118136137093687,-0.10126078320933825,0.0013943296046419456,-0.8367468795647278,-0.12985947809718,-0.003833388910034233,-0.9493753094611754,-0.1519273580200687,0.0907852426456306,-0.45262044144741936,-0.08431459099928301,0.1298224015646806,-0.5898600870589371,-0.1210497289333567,0.14285527827085726,-0.6814198247144536,-0.13696255940420926,0.14542106929572532,-0.772941528819607,-0.14803433994136087
hola,0.0,0.0,0.0,-0.16667598177306003,-0.04653551324120751,-0.06864519104852573,-0.2933314614293936,-0.1632496121491241,-0.10303907232797395,-0.3869981404616595,-0.26736482512506493,-0.13108523308642042,-0.4736179707266295,-0.3465523926347499,-0.15810337776827893,-0.2031297214703712,-0.46099881830219946,-0.05293807208891349,-0.2627681882828678,-0.6562806386062936,-0.0940548450588263,-0.2900736753620672,-0.7759183017717192,-0.12994363874740578,-0.30668153998133657,-0.8846288191906994,-0.15791503613468322,-0.09557537588908717,-0.5085909942018898,-0.05608096940911517,-0.11901045379341403,-0.7329951330263813,-0.08528646645325776,-0.13130302817161665,-0.8757499215812969,-0.11791359083222827,-0.13898802600927307,-1.0,-0.1446793685946406,0.003441376646030141,-0.4991627273818055,-0.06917098030042639,0.00678850358320703,-0.707189717020158,-0.10649734940542793,0.008714732007895376,-0.832676963120103,-0.13482725858980257,0.0054894845305302085,-0.9467287181317295,-0.15663914122002304,0.0959651377059074,-0.4465604501433416,-0.08874224528229067,0.13349840122619994,-0.5844620799550294,-0.12608586983296535,0.14792491804517968,-0.6768058970023193,-0.14160279757857194,0.15319518785110034,-0.7696913693704295,-0.15230570580621386
hola,0.0,0.0,0.0,-0.1664193623674314,-0.04708598344676329,-0.0654354273051613,-0.2924438712932498,-0.1656292751236207,-0.09713735021669852,-0.3848268848929586,-0.2703492563181459,-0.12308698788828205,-0.4704604558537704,-0.34627174610259753,-0.14802389802347926,-0.20318470883327328,-0.4635239792876881,-0.04613563670624861,-0.26254277483394534,-0.6568677669435607,-0.08452807345976474,-0.28978260574688486,-0.7762691073510416,-0.11931449609714867,-0.30604162235535776,-0.883701744722392,-0.14667106589632248,-0.09604482325748356,-0.5111417683606836,-0.05003012006540311,-0.11979344742193133,-0.7339482589343834,-0.0762997692904394,-0.1325355270070698,-0.877083750226713,-0.10788258917194309,-0.1404260513998598,-1.0,-0.13408673282294883,0.002842636016315791,-0.5015079479280766,-0.06387292490168794,0.006460536400717707,-0.7090873597367905,-0.09869980892065619,0.008107553667550026,-0.8350566324747672,-0.12683790959846714,0.004600545174182074,-0.9484203079550318,-0.1487632588694683,0.09531514622417306,-0.44873851034853474,-0.0840353876399849,0.1337434515401737,-0.5871959859652538,-0.1193625393447065,0.14806598528983406,-0.6792188456363901,-0.1343785319690673,0.1532976213899131,-0.7710927074388042,-0.14491882893559374
hola,0.0,0.0,0.0,-0.16519097572343447,-0.050368579617006595,-0.06188383581971842,-0.2894844310894204,-0.17124667244786834,-0.09122317177139834,-0.37863831973182394,-0.275156490183161,-0.11520968811281639,-0.4614974488766991,-0.34803226269063403,-0.13857294490684877,-0.20045868681572307,-0.46482906241457045,-0.0447853200046026,-0.25997439353401725,-0.6588955159834541,-0.08237245730001977,-0.2868151068626001,-0.7779237083047634,-0.11618104693609536,-0.30278007457302014,-0.8853640084342803,-0.1426609603413128,-0.09291685153067399,-0.5112246064077226,-0.04969890378385033,-0.116016029390016,-0.7354663278613587,-0.07478714221052318,-0.1279536226623106,-0.8776427850378915,-0.10528018011996894,-0.13567211511313676,-1.0,-0.13064829232513886,0.006348258020857141,-0.5011838999135061,-0.06408508297953504,0.009352298139707893,-0.7081808905515445,-0.09749883215604992,0.011105985336362862,-0.8343051298081448,-0.12475134056456127,0.007662753151651228,-0.9479085438542241,-0.146153725926469,0.09921007049480812,-0.44897137184778857,-0.08447339472859504,0.13633790563644757,-0.587004634484644,-0.11779906215768568,0.15065366232404306,-0.67912902163245,-0.13145708986319843,0.15606331536231105,-0.7711702900012101,-0.14127272092729806
hola,0.0,0.0,0.0,-0.1638074524778029,-0.05299708804499673,-0.06344725833209783,-0.28988549033638733,-0.17252113183454573,-0.0954310862235487,-0.38235106647842904,-0.2786060225948551,-0.12192915483919566,-0.46761863073670806,-0.3537962293545771,-0.14780843741856306,-0.19948001055051057,-0.4640539245187738,-0.04905271360811024,-0.25883698580787295,-0.6591682211296864,-0.08863468748327122,-0.2851238153125377,-0.7772158273153282,-0.12365748764371223,-0.3002187927976214,-0.8853065828354181,-0.15098318676470257,-0.09209750559307357,-0.511376838107768,-0.05379528872151238,-0.11323219257992029,-0.7357352765617732,-0.08023026908720941,-0.1242655756490272,-0.8769778773823605,-0.11118828784500301,-0.1317493950888007,-1.0,-0.13711157196961876,0.007178291303259214,-0.5014358343372635,-0.06795788772498919,0.013279275465872303,-0.7074104659233651,-0.10225121128724442,0.016371180766236112,-0.8331580431972273,-0.12936224660715626,0.01325518818540022,-0.9463102265648192,-0.15076150631065027,0.09943454756938563,-0.4486201052022539,-0.0882074111736398,0.13795616607968594,-0.5861154435739608,-0.12188353338912024,0.15266292985143007,-0.6774471567676983,-0.13524889271042237,0.15777013761795813,-0.7675147103205193,-0.1449237918977584
hola,0.0,0.0,0.0,-0.15749303055842914,-0.06325913356240645,-0.06460864101907315,-0.27760969999689933,-0.18437604823501888,-0.10054129183102367,-0.36691861890896177,-0.2906750422112791,-0.13091704620788935,-0.44526120254930757,-0.37284553349701066,-0.1606508755531142,-0.1813788360116472,-0.46965149973362497,-0.05838970929564089,-0.2339141906004854,-0.6677057641298557,-0.10327692096934982,-0.2582108337115201,-0.7867910407793371,-0.1404859432602877,-0.27176382542711613,-0.8948673480605361,-0.16875385557075978,-0.0718279527459177,-0.5108043257047663,-0.06437753162350485,-0.08780227926813113,-0.7366581351493814,-0.09618389337064308,-0.09514365928803173,-0.8777503572807762,-0.1285120779614826,-0.1002711669480752,-1.0,-0.15473735018547438,0.0284093888032292,-0.4953197627712022,-0.07951780220555539,0.03795097008425343,-0.7004243678173879,-0.11820104813311831,0.044218957444829364,-0.8254534012848014,-0.145181384301208,0.04372031468896136,-0.9377077090902941,-0.16576823559347917,0.12037205120037885,-0.4367133833009643,-0.10063885696605748,0.16029363265053007,-0.5730091638643263,-0.1379252900918344,0.17666005192198736,-0.6636326928118208,-0.15180419481132318,0.18266279177930056,-0.7521418524479723,-0.16115228424004038
